Vehicle ID,Owner ID,Make,Model,Year,Vehicle Type,License Status,Last Renewal Date,Expiration Date,Fine Amount,Agent Service Used,Online Platform Used,Compliance History,Geographic Location,Region,Income Level,Number of Vehicles Owned,Previous Violations,Agent Hours Used,User Feedback Score,Predictive Score,Preferred Payment Mode,Date of Data Collection,Days Since Last Renewal,Number of Late Renewals in Last 3 Years,Average Renewal Lag Days,Agent Synchronization Lag,Month,Quarter
VH-14430394,OWN-244B9ABC,BMW,5 Series,2023,Sedan,Compliant,2024-12-29,2025-12-29,2616.67,Agent,,Always Compliant,"Chitungwiza, Masvingo",Rural,High,2,0,1.23,,0.319,Online,2025-09-14,259,3,8.6,6.17,9,3
VH-05AF237D,OWN-D2C757E5,Isuzu,KB,2003,Pickup,Non-compliant,2024-07-18,2024-07-05,,In-person,,Frequently Non-compliant,"Lupane, Mashonaland East",Rural,Middle,1,0,56.8,4.7,0.642,Agent,2025-10-31,470,5,12.76,21.24,10,4
VH-642FC783,OWN-A9D4A93B,Mercedes-Benz,Sprinter,2024,Minivan,Compliant,2023-09-25,2024-09-24,,Online,Innbucks,Always Compliant,"Harare, Matabeleland North",Rural,High,1,0,0.0,,0.801,Bank Transfer,2023-12-10,76,1,29.52,0.0,12,4
VH-7FBB88E5,OWN-7B40D53C,Volkswagen,Polo,2022,Minivan,Compliant,2023-07-10,2024/07/09,0.0,Online,Innbucks,Occasional Late,"Marondera, Mashonaland East",Rural,Very High,1,0,0.0,1.4,0.427,Agent,2024-12-31,540,1,25.08,0.0,12,4
VH-A5EC51C3,OWN-6EA83748,Land Rover,Defender,2002,Minivan,Compliant,2024-03-08,2025-03-08,0.0,In-person,,Occasional Late,"Gwanda, Matabeleland North",Peri-urban,Very High,2,3,4.39,,0.018,Bank Transfer,2025-11-05,607,2,5.07,0.51,11,4
VH-CF09CB76,OWN-DA450870,Land Rover,Defender,2019,Truck,Compliant,2023-07-17,2024-07-16,0.0,In-person,,Occasional Late,"Victoria Falls, Midlands",Urban,Middle,2,0,3.48,1.7,0.077,Online,2024-05-15,303,0,0.0,14.32,5,2
VH-6F20CBFE,OWN-CA3D5A33,Volkswagen,Polo,2022,Minivan,Non-compliant,2022-07-12,2023-04-21,178.35,Online,Innbucks,Occasional Late,"Shurugwi, Masvingo",Urban,Low,1,5,0.0,,0.123,Online,2024-06-02,691,3,28.1,0.0,6,2
VH-875FC7DC,OWN-7A54F602,Audi,A4,2017,SUV,Compliant,2025-01-11,2026-01-11,0.0,In-person,,Always Compliant,"Lupane, Manicaland",Urban,Middle,2,0,6.68,2.7,0.425,Cash,2025-08-18,219,5,3.48,23.16,8,3
VH-6CD54B97,OWN-90DF8D7B,Nissan,Hardbody,2008,Motorcycle,Non-compliant,2024-11-04,2025-01-16,0.0,Agent,,Always Compliant,"Kwekwe, Matabeleland North",Rural,Low,2,1,18.5,,0.609,Mobile Money,2025-04-30,177,0,0.0,10.54,4,2
VH-09FB234B,OWN-B2183422,Mercedes-Benz,E-Class,2008,Sedan,Compliant,2022-01-23,2023-01-23,0.0,Online,Ecocash,Occasional Late,"Chegutu, Matabeleland South",Peri-urban,,2,4,0.0,4.8,0.904,Online,2023-11-15,661,4,10.92,0.0,11,4
VH-C3101E2B,OWN-6C9E1B9E,Great Wall,Hover,2015,Hatchback,Compliant,2023-05-21,2024-05-20,0.0,In-person,,Occasional Late,"Gwanda, Midlands",Urban,Low,1,0,2.17,1.5,0.149,Mobile Money,2023-12-23,216,2,3.11,15.83,12,4
VH-ED3182C3,OWN-81871C53,Nissan,Hardbody,2020,SUV,Compliant,2024-03-16,2025-03-16,0.0,Agent,,Occasional Late,"Bulawayo, Bulawayo",Urban,High,4,0,3.54,3.8,0.877,Mobile Money,2025-05-01,411,1,4.18,17.5,5,2
VH-6CD54B97,OWN-94E7C3BE,Mitsubishi,Pajero,2005,Sedan,Compliant,2023-07-19,2024-07-18,0.0,Online,Ecocash,Occasional Late,"Redcliff, Matabeleland North",Urban,Middle,2,1,0.0,,0.012,Bank Transfer,2024-12-15,515,2,16.86,0.0,12,4
VH-716BF650,OWN-28FDF45F,Chevrolet,Trailblazer,2006,Pickup,Compliant,2024-04-10,2025-04-10,0.0,Agent,,Occasional Late,"Kariba, Manicaland",Urban,Low,2,0,53.7,,0.068,Online,2025-07-18,464,4,6.96,22.21,7,3
VH-B90E200F,OWN-AD4A43FD,Great Wall,Hover,2008,Minivan,Non-compliant,2023-07-28,2023-06-29,,Agent,,Always Compliant,"Kariba, Matabeleland South",Rural,,2,5,7.16,2.8,0.671,Bank Transfer,2025-03-02,583,2,11.87,7.35,3,1
VH-8A0DBD8C,OWN-2DEA1E68,Land Rover,Discovery,2009,Sedan,Compliant,2024-02-16,2025/02/15,1643.45,In-person,,Occasional Late,"Beitbridge, Matabeleland North",Urban,Low,2,0,7.38,,0.555,Mobile Money,2025-03-16,394,4,19.56,5.58,3,1
VH-FC0D9760,OWN-A558255B,Audi,A3,2004,Minivan,Compliant,2023/10/06,2024-10-05,0.0,In-person,,Always Compliant,"Redcliff, Mashonaland East",Peri-urban,High,1,1,3.98,4.4,0.947,Mobile Money,2024-04-22,199,5,1.0,18.52,4,2
VH-716160AC,OWN-3F7A32A0,Hyundai,i20,2013,Minivan,Non-compliant,2022-09-11,2022-11-29,0.0,In-person,,Frequently Non-compliant,"Victoria Falls, Harare",Rural,Low,5,0,,2.3,0.22,Bank Transfer,2023-11-26,441,1,14.7,17.43,11,4
VH-F9F055B0,OWN-AE32D527,Isuzu,D-Max,2021,Sedan,Compliant,2024-06-12,2025-06-12,0.0,Online,Paynow,Occasional Late,"Masvingo, Matabeleland North",Peri-urban,Low,1,0,0.0,4.5,0.896,Agent,2024-07-20,38,2,15.52,0.0,7,3
VH-17EE0404,OWN-DC1ACD6E,Ford,Explorer,2004,Motorcycle,Non-compliant,2023-09-07,2023/10/12,0.0,In-person,,Always Compliant,"Mutare, Masvingo",Urban,High,1,3,1.61,1.5,0.661,Online,2024-08-07,335,2,21.5,5.25,8,3
VH-C9C395DD,OWN-7D34A892,Chevrolet,Trailblazer,2020,Sedan,Expired,2023-12-09,2023-06-15,2409.6,In-person,,Occasional Late,"Gweru, Harare",Peri-urban,High,2,4,6.85,,0.979,Online,2025-10-05,666,4,18.13,19.25,10,4
VH-84850DBD,OWN-3B1740F0,Kia,Rio,2008,Truck,Compliant,2022-04-25,2023-04-25,3909.96,Agent,,Always Compliant,"Bindura, Mashonaland West",Rural,Low,4,0,7.97,3.5,0.904,Agent,2023-11-27,581,5,19.98,10.08,11,4
VH-C3A907B2,OWN-E5909EF4,Volkswagen,Polo,2018,Motorcycle,Non-compliant,2022-07-27,2022-12-05,0.0,In-person,,Always Compliant,"Kwekwe, Harare",Urban,High,3,0,1.04,2.4,0.629,Online,2024-01-18,540,3,18.9,0.46,1,1
VH-0D9460C3,OWN-A9E6D2EF,Nissan,Sunny,2008,Pickup,Compliant,2025-08-08,2026-08-08,0.0,Online,OneMoney,Always Compliant,"Chegutu, Mashonaland East",Rural,High,3,0,0.0,,0.211,Bank Transfer,2025-09-20,43,3,10.53,0.0,9,3
VH-C30F63D9,OWN-686990B9,Land Rover,Discovery,2000,Truck,Compliant,2023-11-17,2024-11-16,0.0,In-person,,Occasional Late,"Redcliff, Midlands",Rural,Low,2,0,7.75,1.4,0.507,Mobile Money,2025-01-25,435,5,26.77,19.02,1,1
VH-D937B932,OWN-13B9598E,Hyundai,i10,2005,Minivan,Compliant,2024-06-01,2025-06-01,0.0,In-person,,Occasional Late,"Plumtree, Mashonaland West",Urban,Low,1,0,3.04,4.1,0.257,Cash,2025-07-12,406,5,8.24,22.79,7,3
VH-8EC16321,OWN-2A5A7184,Foton,Sauvana,2021,Pickup,Compliant,2024-09-11,2025/09/11,0.0,Agent,,Always Compliant,"Kadoma, Bulawayo",Rural,High,1,0,0.93,,0.293,Cash,2025-03-20,190,4,12.58,8.77,3,1
VH-70D89A58,OWN-FC692967,JAC,M1,2024,SUV,Expired,2023-08-14,2023-05-11,0.0,In-person,,Occasional Late,"Chinhoyi, Mashonaland East",Urban,Middle,1,2,6.98,4.1,0.934,Bank Transfer,2024-05-03,263,5,4.71,13.88,5,2
VH-974C2194,OWN-183E22D7,Audi,A3,2022,Motorcycle,Expired,2023-04-22,2023-04-11,0.0,Agent,,Always Compliant,"Chinhoyi, Mashonaland East",Rural,High,3,0,6.88,3.3,0.644,Agent,2024-03-30,343,4,22.24,19.21,3,1
VH-1644A960,OWN-1E35B0E9,Foton,Sauvana,2000,Minivan,Compliant,2022-02-06,2023-02-06,0.0,Online,OneMoney,Always Compliant,"Victoria Falls, Mashonaland Central",Peri-urban,Middle,1,0,0.0,,0.856,Agent,2024-01-26,719,0,0.0,0.0,1,1
VH-95FC6FEC,OWN-80284870,Haval,H6,2017,Pickup,Non-compliant,2022-12-03,2023-04-08,2235.62,Online,OneMoney,Always Compliant,"Mutare, Masvingo",Urban,Low,2,0,,,0.19,Agent,2024-04-03,487,1,11.42,0.0,4,2
VH-797F3DDB,OWN-B9E94B29,Volkswagen,Golf,2010,Hatchback,Compliant,2022-12-07,2023-12-07,2506.28,Agent,,Always Compliant,"Plumtree, Midlands",Urban,Very High,1,0,3.65,,0.436,Mobile Money,2024-08-21,623,5,17.74,16.1,8,3
VH-41402C02,OWN-7E49A005,Kia,Picanto,2001,Minivan,Compliant,2024-02-13,2025-02-12,0.0,Agent,,Always Compliant,"Norton, Mashonaland East",Peri-urban,Low,1,0,7.58,1.1,0.086,Agent,2024-07-05,143,2,7.68,6.77,7,3
VH-AD0D96F8,OWN-5FB09E23,Great Wall,Hover,2014,Motorcycle,Compliant,2023-05-28,2024-05-27,2478.53,Online,Telecash,Occasional Late,"Marondera, Manicaland",Peri-urban,High,1,0,0.0,3.6,0.39,Cash,2024/02/03,251,1,7.26,0.0,2,1
VH-ADA50FF5,OWN-9E916C37,Audi,Q5,2005,Sedan,Expired,2024-03-20,2024-03-14,0.0,Agent,,Always Compliant,"Gwanda, Mashonaland West",Urban,Middle,1,3,1.48,4.5,0.498,Bank Transfer,2024-11-25,250,4,29.73,20.2,11,4
VH-1639EABC,OWN-16FB9743,Mitsubishi,Triton,2012,Sedan,Non-compliant,2024-03-05,2024-12-25,0.0,Agent,,Occasional Late,"Masvingo, Masvingo",Peri-urban,Middle,2,1,2.48,4.2,0.285,Agent,2024-05-05,61,0,0.0,1.36,5,2
VH-6CD54B97,OWN-4F9371CE,Foton,Sauvana,2012,Motorcycle,Compliant,2023-01-29,2024-01-29,0.0,In-person,,Always Compliant,"Mutare, Masvingo",Peri-urban,High,2,0,3.65,,0.193,Cash,2024/06/20,508,4,10.01,20.51,6,2
VH-51A73D02,OWN-1EA508B8,Foton,Tunland,2010,Hatchback,Compliant,2023-11-15,2024-11-14,0.0,Agent,,Always Compliant,"Kwekwe, Mashonaland West",Urban,,1,0,,,0.524,Mobile Money,2024-02-28,105,1,22.63,17.99,2,1
VH-D4385351,OWN-1B3FB39A,Haval,H6,2004,SUV,Compliant,2022-12-16,2023-12-16,0.0,Online,Ecocash,Always Compliant,"Lupane, Matabeleland North",Peri-urban,Low,2,1,0.0,3.3,0.352,Bank Transfer,2024-08-24,617,4,3.53,0.0,8,3
VH-CC9E27FF,OWN-F078DCF1,Mitsubishi,Outlander,2013,Truck,Expired,2023-10-27,2023/01/16,0.0,Agent,,Always Compliant,"Bulawayo, Mashonaland Central",Urban,High,1,0,7.36,,0.81,Mobile Money,2024-05-03,189,4,24.41,17.98,5,2
VH-836A2072,OWN-7113E284,Ford,F-150,2019,Pickup,Compliant,2024-09-26,2025-09-26,2891.09,Online,Innbucks,Always Compliant,"Bindura, Masvingo",Rural,Middle,2,2,0.0,4.0,0.997,Mobile Money,2025-06-05,252,4,15.03,0.0,6,2
VH-1A4E7F30,OWN-4D2C928B,Hyundai,Santa Fe,2015,Minivan,Compliant,2023-02-06,2024-02-06,0.0,Online,Paynow,Always Compliant,"Victoria Falls, Mashonaland Central",Peri-urban,Very High,1,2,0.0,5.0,0.575,Online,2024-02-03,362,3,4.75,0.0,2,1
VH-661EA121,OWN-0B59AD1A,Ford,F-150,2011,SUV,Compliant,2024-08-03,2025-08-03,0.0,Online,Telecash,Always Compliant,"Kwekwe, Masvingo",Peri-urban,Middle,2,0,0.0,3.9,0.762,Cash,2025-06-13,314,4,26.55,0.0,6,2
VH-DE99F5C2,OWN-0B88688B,JAC,M1,2016,Hatchback,Non-compliant,2023-01-29,2023-08-13,0.0,Online,OneMoney,Always Compliant,"Chinhoyi, Midlands",Urban,Low,1,0,0.0,4.5,0.784,Bank Transfer,2024-05-19,476,3,25.99,0.0,5,2
VH-0837DCA1,OWN-7C6DAC27,Hyundai,i10,2005,Motorcycle,Non-compliant,2023-10-19,2023-10-27,0.0,In-person,,Always Compliant,"Shurugwi, Mashonaland East",Urban,Low,1,0,2.48,,0.595,Agent,2024/06/30,255,1,23.6,5.96,6,2
VH-F5919E21,OWN-F71651EE,Ford,Everest,2013,Truck,Compliant,2024-01-17,2025/01/16,0.0,In-person,,Always Compliant,"Beitbridge, Matabeleland South",Urban,Low,2,0,3.28,,0.323,Agent,2024-09-30,257,2,11.87,20.24,9,3
VH-CE14AF74,OWN-31401769,Nissan,Hardbody,2015,Sedan,Compliant,2023-09-24,2024-09-23,0.0,Agent,,Frequently Non-compliant,"Gwanda, Harare",Rural,Low,3,0,3.2,,0.944,Cash,2025-09-03,710,1,13.59,5.67,9,3
VH-81B54BEC,OWN-AB328CBC,Foton,Sauvana,2021,Sedan,Compliant,2023-05-19,2024-05-18,0.0,Online,Telecash,Always Compliant,"Chitungwiza, Harare",Urban,Middle,4,2,0.0,4.6,0.016,Online,2025-01-17,609,3,2.32,0.0,1,1
VH-150744D1,OWN-B7DCA41E,JAC,S2,2010,Truck,Expired,2025-02-23,2024-03-27,0.0,In-person,,Occasional Late,"Gwanda, Midlands",Peri-urban,Low,3,4,,,0.83,Online,2025-09-16,205,0,0.0,22.96,9,3
VH-B127DE90,OWN-BF580CF8,Audi,A3,2002,Truck,Non-compliant,2023-04-04,2024-01-11,4836.68,Online,OneMoney,Always Compliant,"Shurugwi, Mashonaland Central",Urban,Low,3,3,0.0,4.1,0.799,Agent,2024-04-03,365,3,29.9,0.0,4,2
VH-6CD54B97,OWN-EBC872E5,Kia,Picanto,2001,Motorcycle,Non-compliant,2023-10-16,2023-12-01,0.0,In-person,,Occasional Late,"Marondera, Mashonaland East",Rural,Very High,3,2,,,0.663,Bank Transfer,2024-12-04,415,3,22.71,18.73,12,4
VH-E067462C,OWN-D05E6604,Foton,View,2008,Sedan,Compliant,2024-01-28,2025-01-27,0.0,In-person,,Always Compliant,"Shurugwi, Matabeleland South",Urban,High,4,0,3.37,,0.499,Agent,2024-06-17,141,2,27.31,1.01,6,2
VH-1B81B9E2,OWN-F1ACE115,Mitsubishi,Triton,2015,Minivan,Non-compliant,2024-04-13,2025-03-24,1483.98,Agent,,Occasional Late,"Redcliff, Masvingo",Peri-urban,,3,3,6.1,3.5,0.53,Online,2025-02-14,307,5,10.4,1.05,2,1
VH-6CD54B97,OWN-C70C5EAA,Audi,A3,2007,Pickup,Compliant,2024-02-17,2025-02-16,2573.75,Agent,,Always Compliant,"Plumtree, Matabeleland South",Rural,Middle,1,3,0.82,3.0,0.295,Online,2025-05-12,450,3,29.28,15.83,5,2
VH-ADA38D5C,OWN-81278592,Nissan,Almera,2020,Sedan,Compliant,2024-06-01,2025-06-01,,In-person,,Occasional Late,"Bulawayo, Masvingo",Rural,,1,0,4.97,2.3,0.121,Cash,2025-02-11,255,0,0.0,7.74,2,1
VH-7E8C1A1B,OWN-F6209A64,Toyota,Yaris,2013,Sedan,Non-compliant,2023-12-18,2023-11-21,0.0,Agent,,Always Compliant,"Chitungwiza, Matabeleland North",Peri-urban,High,5,0,1.84,3.1,0.428,Cash,2025-07-19,579,3,23.97,10.4,7,3
VH-3EE10045,OWN-A53BCCCA,Foton,Tunland,2022,Sedan,Compliant,2024-04-14,2025-04-14,0.0,Online,Telecash,Always Compliant,"Kariba, Manicaland",Urban,Middle,1,0,0.0,4.0,0.622,Bank Transfer,2025-03-16,336,1,5.89,0.0,3,1
VH-C6DF8208,OWN-BB088E68,Chevrolet,Cruze,2022,Sedan,Compliant,2024-09-06,2025-09-06,2985.39,Online,OneMoney,Occasional Late,"Hwange, Midlands",Urban,Very High,2,2,,3.2,0.091,Mobile Money,2025-09-24,383,2,22.66,0.0,9,3
VH-B4A163F0,OWN-2539208D,Honda,CR-V,2017,SUV,Compliant,2022-09-12,2023-09-12,0.0,In-person,,Always Compliant,"Bindura, Bulawayo",Rural,,3,2,6.44,,0.654,Mobile Money,2024-04-16,582,3,1.87,21.64,4,2
VH-5C06A915,OWN-5333EDC3,Audi,Q5,2019,Sedan,Compliant,2024-07-02,2025-07-02,0.0,Agent,,Always Compliant,"Marondera, Bulawayo",Peri-urban,High,2,5,,1.8,0.856,Online,2024-10-18,108,1,23.42,5.84,10,4
VH-8327987A,OWN-B61D1A1D,Hyundai,i20,2006,SUV,Compliant,2023-12-30,2024/12/29,0.0,In-person,,Always Compliant,"Bulawayo, Midlands",Urban,High,1,3,3.4,2.9,0.204,Bank Transfer,2025-01-31,398,3,27.34,19.61,1,1
VH-F7141F24,OWN-5C376DBA,Great Wall,Wingle,2020,Truck,Compliant,2023-06-18,2024-06-17,0.0,In-person,,Occasional Late,"Mutare, Harare",Urban,Middle,4,0,6.89,,0.062,Agent,2024-08-19,428,5,21.44,0.03,8,3
VH-B3A1E4A0,OWN-12A06426,Great Wall,Steed,2022,Motorcycle,Compliant,2022-04-12,2023-04-12,0.0,Agent,,Frequently Non-compliant,"Chiredzi, Matabeleland North",Urban,Low,2,1,2.62,4.3,0.058,Cash,2024-04-10,729,0,0.0,3.04,4,2
VH-9F65A655,OWN-C6207A24,JAC,M1,2000,SUV,Compliant,2025-03-28,2026-03-28,0.0,Online,Zinara Portal,Always Compliant,"Beitbridge, Masvingo",Peri-urban,Low,3,0,0.0,4.7,0.328,Cash,2025-05-01,34,1,27.09,0.0,5,2
VH-23978194,OWN-042EB4B9,JAC,T6,2017,Truck,Compliant,2023-11-25,2024-11-24,0.0,In-person,,Always Compliant,"Kwekwe, Matabeleland North",Peri-urban,Middle,1,0,3.08,,0.536,Online,2025-05-30,552,2,25.27,21.56,5,2
VH-6CDCB589,OWN-D9DCE648,Mazda,CX-5,2010,SUV,Compliant,2022-12-31,2023-12-31,0.0,Agent,,Frequently Non-compliant,"Chinhoyi, Matabeleland North",Urban,High,1,5,0.6,3.8,0.877,Agent,2024-08-18,596,0,0.0,12.31,8,3
VH-A8BC6ECC,OWN-23B47023,Land Rover,Range Rover,2002,Motorcycle,Compliant,2023-10-08,2024-10-07,0.0,Agent,,Always Compliant,"Norton, Bulawayo",Urban,High,1,0,6.01,4.4,0.216,Mobile Money,2023-11-10,33,3,12.21,15.0,11,4
VH-51A0371B,OWN-1815C484,Hyundai,i10,2014,SUV,Compliant,2023-10-07,2024-10-06,0.0,In-person,,Always Compliant,"Hwange, Matabeleland North",Rural,Low,1,0,,2.8,0.149,Online,2024-04-08,184,1,14.32,14.63,4,2
VH-F9125625,OWN-474D004D,BMW,3 Series,2004,Minivan,Compliant,2023-06-25,2024-06-24,2914.08,In-person,,Always Compliant,"Marondera, Matabeleland South",Urban,High,2,0,,4.6,0.969,Bank Transfer,2024-08-26,428,2,11.18,10.1,8,3
VH-178BE8C3,OWN-1E098048,Mazda,Demio,2001,Motorcycle,Expired,2023-11-20,2022-11-25,0.0,Online,OneMoney,Occasional Late,"Redcliff, Midlands",Peri-urban,,3,4,0.0,,0.674,Online,2025-01-13,420,1,5.95,0.0,1,1
VH-515B1030,OWN-393852F4,Volkswagen,Golf,2006,SUV,Compliant,2024-10-24,2025-10-24,0.0,Agent,,Always Compliant,"Masvingo, Matabeleland South",Rural,Middle,1,1,0.7,,0.31,Bank Transfer,2025-03-09,136,3,27.87,10.29,3,1
VH-60CB5A21,OWN-FFB7FFBE,BMW,X5,2001,Motorcycle,Compliant,2024-01-10,2025-01-09,0.0,Agent,,Frequently Non-compliant,"Victoria Falls, Manicaland",Peri-urban,Low,1,1,2.02,3.1,0.843,Bank Transfer,2025-05-29,505,1,6.04,21.19,5,2
VH-1D37E873,OWN-49FE6AF0,Ford,Focus,2014,Sedan,Compliant,2023-08-26,2024-08-25,0.0,In-person,,Always Compliant,"Chitungwiza, Midlands",Rural,Very High,1,0,4.43,3.5,0.796,Cash,2025-01-12,505,1,12.11,12.66,1,1
VH-40452313,OWN-E674C6F8,Mitsubishi,L200,2013,Hatchback,Compliant,2023-03-31,2024-03-30,0.0,In-person,,Occasional Late,"Ruwa, Masvingo",Urban,Low,1,2,4.15,3.2,0.266,Agent,2024-09-27,546,4,27.87,10.13,9,3
VH-E2C94734,OWN-E692A5B6,Nissan,X-Trail,2014,Hatchback,Compliant,2022-03-14,2023-03-14,,In-person,,Always Compliant,"Gweru, Manicaland",Rural,,2,1,2.13,,0.725,Bank Transfer,2023-12-29,655,4,27.42,8.3,12,4
VH-21404E51,OWN-E42FDDA7,Volkswagen,Tiguan,2016,Pickup,Expired,2023/07/09,2023-03-04,0.0,Online,OneMoney,Occasional Late,"Redcliff, Midlands",Urban,Very High,4,1,0.0,1.7,0.217,Bank Transfer,2025-02-04,576,5,0.89,0.0,2,1
VH-E8D2052A,OWN-BD118372,Kia,Picanto,2009,Sedan,Compliant,2023-01-04,2024-01-04,0.0,Online,Zinara Portal,Always Compliant,"Marondera, Midlands",Rural,Middle,1,0,0.0,,0.706,Mobile Money,2023-12-10,340,3,3.21,0.0,12,4
VH-A756578C,OWN-91E92172,Kia,Picanto,2000,Truck,Compliant,2023-09-20,2024-09-19,0.0,In-person,,Always Compliant,"Chitungwiza, Mashonaland West",Peri-urban,,5,0,2.63,2.4,0.982,Agent,2024-01-28,130,3,17.83,6.61,1,1
VH-13C0094F,OWN-A9F200F4,Volkswagen,Golf,2006,Motorcycle,Compliant,2025-01-13,2026-01-13,,Agent,,Frequently Non-compliant,"Mutare, Matabeleland North",Rural,High,3,0,1.51,2.1,0.915,Agent,2025-03-23,69,0,0.0,18.34,3,1
VH-6D202852,OWN-9F04181D,Audi,Q7,2014,Truck,Compliant,2022-09-10,2023-09-10,0.0,Online,Paynow,Occasional Late,"Bindura, Masvingo",Urban,,4,0,0.0,,0.562,Cash,2024/02/19,527,3,13.63,0.0,2,1
VH-E5D71D1E,OWN-715B0724,Mitsubishi,L200,2014,SUV,Compliant,2024-06-10,2025/06/10,0.0,Agent,,Frequently Non-compliant,"Gweru, Masvingo",Peri-urban,Middle,1,5,1.28,,0.407,Bank Transfer,2025-09-26,473,4,6.56,5.68,9,3
VH-6473763C,OWN-5C308173,Honda,Civic,2017,Minivan,Compliant,2024-05-04,2025-05-04,0.0,Online,OneMoney,Occasional Late,"Lupane, Midlands",Rural,Middle,2,1,0.0,1.2,0.36,Agent,2025-06-04,396,3,8.06,0.0,6,2
VH-9B0254F9,OWN-32034B3F,Great Wall,Wingle,2017,Truck,Expired,2022-12-11,2022-02-17,0.0,Agent,,Occasional Late,"Kadoma, Matabeleland North",Rural,Very High,1,0,0.53,,0.428,Agent,2023-11-18,342,3,19.1,0.87,11,4
VH-D1A9B70B,OWN-7B33A5EE,Kia,Sportage,2009,Hatchback,Compliant,2023-10-22,2024-10-21,0.0,Agent,,Always Compliant,"Bulawayo, Midlands",Urban,High,4,1,2.82,,0.475,Bank Transfer,2024-03-08,138,2,25.63,3.13,3,1
VH-AC422500,OWN-51FFA785,Foton,Sauvana,2009,Motorcycle,Expired,2024-05-21,2024-03-15,0.0,Agent,,Occasional Late,"Lupane, Manicaland",Urban,,1,0,5.65,,0.109,Cash,2024-12-22,215,2,24.63,21.62,12,4
VH-41B75893,OWN-22B97AE3,Haval,H6,2001,Minivan,Compliant,2022-10-10,2023-10-10,0.0,Agent,,Always Compliant,"Beitbridge, Harare",Rural,High,1,0,1.2,,0.022,Agent,2023-12-27,443,1,4.43,11.0,12,4
VH-15A17C2A,OWN-6409CDC5,Kia,Rio,2007,Truck,Compliant,2024-03-05,2025-03-05,3384.84,Agent,,Always Compliant,"Ruwa, Mashonaland East",Rural,High,1,0,7.8,,0.996,Online,2025-06-19,471,1,15.25,16.83,6,2
VH-52B71792,OWN-57A46E09,Land Rover,Defender,2022,Motorcycle,Compliant,2023-02-03,2024-02-03,0.0,Online,Innbucks,Occasional Late,"Redcliff, Matabeleland South",Rural,Middle,1,3,0.0,4.5,0.164,Bank Transfer,2024-11-07,643,5,23.54,0.0,11,4
VH-D6F8CA45,OWN-5B289AB5,Mitsubishi,Pajero,2001,Motorcycle,Non-compliant,2023-11-16,2024-02-20,3154.53,Agent,,Occasional Late,"Mutare, Masvingo",Peri-urban,High,1,1,3.93,,0.776,Mobile Money,2025-10-20,704,4,21.07,8.28,10,4
VH-25EA2FF3,OWN-1531D40C,Chevrolet,Trailblazer,2013,Pickup,Compliant,2023-03-07,2024-03-06,,Online,Ecocash,Occasional Late,"Gwanda, Mashonaland East",Rural,Very High,1,1,0.0,3.0,0.661,Agent,2024-07-14,495,0,0.0,0.0,7,3
VH-91D0A2A0,OWN-845101A0,Haval,H6,2013,Pickup,Compliant,2022-12-07,2023-12-07,0.0,Online,Paynow,Occasional Late,"Chiredzi, Bulawayo",Urban,Middle,1,0,0.0,,0.129,Mobile Money,2024-04-02,482,3,10.66,0.0,4,2
VH-28C32515,OWN-FBB57198,Land Rover,Range Rover,2015,Motorcycle,Compliant,2025-07-28,2026-07-28,,Online,Zinara Portal,Occasional Late,"Bulawayo, Manicaland",Peri-urban,High,3,0,0.0,1.9,0.679,Agent,2025-08-28,31,3,10.51,0.0,8,3
VH-78077FEA,OWN-48EF6234,Mazda,CX-5,2024,SUV,Compliant,2024-05-23,2025-05-23,0.0,In-person,,Occasional Late,"Norton, Mashonaland Central",Peri-urban,Middle,2,2,,,0.323,Cash,2024-07-19,57,4,22.49,15.74,7,3
VH-1B049BEA,OWN-9AB1727B,Volkswagen,Tiguan,2019,Sedan,Expired,2024-12-29,2024-04-05,0.0,In-person,,Occasional Late,"Shurugwi, Matabeleland North",Urban,Middle,1,1,3.45,,0.256,Cash,2025-07-06,189,4,15.16,5.22,7,3
VH-05F7DC88,OWN-A9EBC3DF,Chevrolet,Trailblazer,2014,Sedan,Non-compliant,2024-06-18,2025-04-02,0.0,Agent,,Always Compliant,"Victoria Falls, Harare",Peri-urban,Very High,2,0,74.9,4.7,0.714,Mobile Money,2024-08-12,55,1,12.82,10.87,8,3
VH-3B5B1124,OWN-3E09FAB8,Toyota,Yaris,2019,Hatchback,Compliant,2022/12/28,2023-12-28,0.0,In-person,,Always Compliant,"Bulawayo, Mashonaland East",Rural,Very High,1,2,3.81,3.6,0.62,Bank Transfer,2024-07-05,555,3,25.07,4.68,7,3
VH-AFB61520,OWN-EDEC2188,Haval,H6,2016,Truck,Compliant,2022-03-25,2023-03-25,0.0,Agent,,Always Compliant,"Chegutu, Mashonaland East",Peri-urban,Middle,2,0,3.89,,0.605,Online,2023-12-15,630,3,24.1,8.45,12,4
VH-7414B5E8,OWN-F5E89C53,Audi,Q5,2005,Pickup,Non-compliant,2024-02-12,2024/07/15,0.0,In-person,,Occasional Late,"Norton, Matabeleland North",Rural,Very High,2,0,1.03,,0.665,Agent,2024-06-22,131,3,9.88,9.19,6,2
VH-84672A4B,OWN-A53DB897,Nissan,Patrol,2013,Minivan,Compliant,2025-03-28,2026-03-28,0.0,In-person,,Occasional Late,"Mutare, Matabeleland North",Peri-urban,,1,0,1.79,4.6,0.822,Cash,2025-09-19,175,0,0.0,18.44,9,3
